0.208000 1.032008 1.086116
0.046174 0.888804 1.366221
0.378589 0.920305 1.364816
0.265425 1.018664 1.397581
0.465985 0.903387 1.086955
0.192710 1.017803 1.199171
0.328110 1.020772 1.081779
0.034763 1.052770 1.462443
0.362864 0.862580 1.098733
0.337300 1.070734 1.095826
0.193625 0.920312 1.325264
0.317927 0.986103 1.072582
0.444655 1.096095 1.415308
0.262201 1.026649 1.220357
0.328444 0.938523 1.258004
0.121763 0.725648 1.294814
0.134294 1.022957 0.980469
0.384359 0.807071 1.473403
0.380129 1.079304 1.430463
0.458247 0.777045 1.110542
0.040178 1.120043 1.252781
0.140382 0.768668 1.387769
0.453047 0.921567 1.000763
0.141864 0.832066 1.274925
0.262748 0.914869 1.417437
0.184426 1.136592 1.407845
0.128505 0.912590 1.078170
0.248436 0.801912 1.090190
0.428452 0.860840 1.013111
0.421043 0.706607 1.027752
0.023038 0.944065 1.191607
0.501463 1.134625 1.201376
0.345784 1.138254 1.079276
0.389575 1.071723 1.303618
0.036802 0.891639 0.993364
0.198782 0.770239 1.464066
0.245769 1.112809 1.149548
0.480977 1.071159 1.190031
0.474633 1.002846 1.031636
0.459805 0.878695 1.306002
0.167186 0.983253 1.075522
0.358457 1.028036 1.162874
0.011902 0.711465 1.040960
0.190914 1.102866 1.237990
0.141509 0.750133 1.322495
0.501950 1.039711 1.214569
0.147361 0.818402 1.164050
0.323784 0.855098 0.998605
0.092457 0.709744 1.150443
0.377436 0.684840 1.168844
0.227793 0.756792 1.032256
0.501054 0.793331 1.149681
0.378083 0.789966 1.458750
0.126760 1.007601 1.039016
0.055721 0.794910 1.282543
0.262807 0.844265 1.446126
0.257726 0.779800 1.434969
0.035971 0.657607 1.130681
0.243344 1.118173 1.183056
0.274777 1.139529 1.359589
0.217545 0.978977 1.102887
0.164857 1.075255 1.286603
0.467048 0.867162 0.998998
0.397182 0.732294 1.454822
0.277145 1.137635 1.119860
0.281115 0.908313 1.011375
0.307143 0.994116 1.051087
0.356233 0.844658 1.156274
0.469947 0.957937 1.337366
0.102394 1.042283 1.042966
0.457708 0.795022 1.052862
0.427522 1.117731 1.305978
0.264159 0.722772 1.310873
0.299825 0.894864 1.374228
0.030716 0.693920 1.037151
0.149039 0.724234 1.238105
0.377278 0.870585 1.230957
0.271401 0.914091 1.356850
0.460324 0.649590 1.039224
0.389294 1.131829 0.988641
0.121715 0.765957 1.336381
0.039263 0.983718 1.024308
0.436742 1.036684 1.107077
0.293206 0.692922 1.197947
0.417309 0.812143 0.980264
0.043029 0.695776 1.363873
0.017989 0.736824 1.471357
0.360909 1.116281 1.223580
0.024807 1.092396 1.458225
0.137020 1.057947 1.416168
0.312813 0.919150 1.360007
0.329873 0.946141 1.098084
0.226383 0.667663 1.214768
0.251790 1.063168 1.224957
0.225721 0.902604 0.990666
0.358888 1.062229 1.091728
0.285632 0.677430 1.403477
0.032037 1.107471 1.444025
0.177560 1.099104 1.074409
0.081665 1.102332 1.414049
0.183291 1.030022 1.222821
0.442153 0.918967 1.232981
0.056432 0.822101 1.210700
0.442739 1.003344 1.023890
0.298014 0.683788 1.166815
0.093899 0.682465 1.139526
0.315378 0.756927 1.463665
0.346545 0.884327 1.131453
0.520436 0.957546 1.021713
0.196407 0.706347 1.145654
0.455214 0.910811 1.180794
0.512935 0.924981 1.073031
0.265731 0.953108 1.400542
0.442421 1.126754 0.980219
0.229004 0.911529 1.111142
0.215912 0.729667 1.014514
0.492731 0.694207 1.092787
0.403190 1.036570 1.224308
0.099484 0.802369 1.453666
0.093726 0.674976 1.138339
0.424544 1.150092 1.406814
0.378109 0.841987 1.408823
0.113839 0.699597 1.164907
0.501263 1.015831 1.386950
0.349401 0.742264 1.124162
0.150029 1.095207 1.368393
0.104042 1.147247 1.270039
0.125975 0.890368 1.315713
0.161835 0.875921 1.033698
0.237982 0.697919 1.415875
0.339559 1.070410 1.072482
0.475953 0.798704 1.106763
0.090522 0.788593 1.337655
0.149421 0.691657 1.303274
0.469187 0.990164 1.396096
0.071970 0.841574 1.414026
0.100151 1.144228 1.322041
0.107366 0.948544 1.353041
0.097469 1.109597 1.304710
0.094204 0.759278 1.099868
0.254495 1.125441 1.089849
0.219940 0.780621 1.417937
0.090581 0.990111 1.011144
0.202179 1.030784 1.416895
0.259623 1.156330 1.144764
0.253950 1.086336 1.478855
0.135616 0.754780 1.009905
0.501927 0.798619 1.013427
0.042562 0.972602 1.076277
0.322160 0.907562 1.127830
0.311208 0.882577 1.042011
0.264581 0.951467 1.257608
0.129020 0.815748 1.092317
0.483794 1.083623 1.390939
0.278765 0.720444 1.397534
0.329913 1.079018 1.344256
0.105076 0.711634 1.126769
0.495937 1.116179 1.439182
0.408213 1.027287 1.031395
0.341300 0.974915 1.201834
0.506359 0.821649 1.383422
0.155929 0.945983 1.413408
0.236215 0.733888 1.100883
0.096844 1.066246 1.268595
0.347811 0.975618 1.101203
0.474457 0.891073 1.085551
0.214494 0.843930 1.180625
0.357839 1.010454 1.122692
0.176866 0.779664 1.265952
0.176006 0.988505 1.166653
0.239606 0.835298 1.459258
0.509990 1.084800 1.282706
0.384078 1.052466 1.445475
0.227823 0.946351 1.272601
0.437830 0.914515 1.190444
0.271765 0.808998 1.076695
0.264864 0.985198 1.309293
0.373729 0.899276 1.236588
0.283995 0.899012 1.378546
0.434676 1.013916 1.345594
0.392329 0.931333 1.231561
0.399573 0.885463 1.313301
0.080386 0.816831 1.412425
0.161611 0.716845 1.435296
0.528847 0.867006 1.280883
0.098481 0.708339 1.441926
0.461292 0.814012 1.388383
0.516397 0.751610 1.054539
0.256060 1.137428 1.327358
0.389500 0.800785 0.998081
0.298918 1.005416 1.078081
0.393971 0.777414 1.370042
0.469749 0.842614 1.416885
0.378023 0.867681 1.009847
0.408048 0.966619 1.307341
0.269043 0.989175 1.121958
0.495891 0.694960 1.336166
0.257430 0.783750 1.246199
0.145723 1.035165 1.418994
0.446929 0.792515 1.170352
0.197965 0.925235 1.196385
